"Code","Event Name","Title","Composer","Arranger","Publisher [Collection]","Grade","Specification"
"931-4-35342","Mixed Chorus","Verleih' uns Frieden","Mendelssohn","Rutter","Oxford University Press","4","(SATB) (German required) (accomp)"
"931-4-36762","Mixed Chorus","Alleluia","Sharpe","","Heritage Music Press","4","(SATB) (a cappella)"
"931-4-36763","Mixed Chorus","Let Us All Sing","Christopher","","Hal Leonard Music, Inc.","4","(SATB) (accomp)"
"931-4-36764","Mixed Chorus","Dominus Vobiscum","Narverud","","Carl Fischer, Inc.","4","(SATB) (a cappella)"
"931-4-36765","Mixed Chorus","Tipitin","Grever","Dominguez","Lawson-Gould Music Publishing Company","4","(SATB) (a cappella)"
"931-4-36766","Mixed Chorus","Beyond the Years","Patterson","","Heritage Music Press","4","(SATB) (accomp)"
"931-4-36767","Mixed Chorus","I Gave My Love a Cherry","Johnson","","Heritage Music Press","4","(SATB) (accomp)"
"931-4-36768","Mixed Chorus","Omnia Sol","Stroope","","Heritage Music Press","4","(SSAB) (opt. brass & percussion) (accomp)"
"931-4-37859","Mixed Chorus","Ezekiel Saw the Wheel","Traditional Spiritual","Dilworth","Hal Leonard Music, Inc.","4","(SSATB) (accomp)"
"931-4-37860","Mixed Chorus","Hold On Just a Little While Longer","Traditional","Janae","Carl Fischer, Inc.","4","(a cappella)"
"931-4-37861","Mixed Chorus","Il est bel et bon","Passereau","Das","Hal Leonard Music, Inc.","4","(a cappella)"
"931-4-37862","Mixed Chorus","Malakatumba","Elberdin","","Hal Leonard Music, Inc.","4","(solo OR small group w/body percussion) (a cappella)"
"931-4-37863","Mixed Chorus","Pretty Saro","Traditional Appalachian","Chase","Hal Leonard Music, Inc.","4","(fiddle REQUIRED) (a cappella)"
"931-4-37864","Mixed Chorus","Sing Gently","Whitacre","","Hal Leonard Music, Inc.","4","(accomp)"
"931-4-37865","Mixed Chorus","There Was a Time","Hagenberg","","Elaine Hagenberg Music, LLC","4","(accomp)"
"931-4-37866","Mixed Chorus","Tipitin","Grever","Dominguez","Lawson-Gould Music Publishing Company","4","(a cappella)"
"931-4-37867","Mixed Chorus","Ubi Cartias","Trotta","","Hampton Roads Music Group","4","(opt solo) (a cappella)"
"931-4-38242","Mixed Chorus","After Music","Barnum","","Graphite Publishing","4","(SATB) (divisi) (accomp)"
"931-4-38243","Mixed Chorus","When I Rise Up","Bernarducci","","Gentry Publications","4","(SATB - DIVISI) (solo) (accomp)"
"931-4-38244","Mixed Chorus","Cum Sancto Spiritu","Garcia","Garrett & Schumaker","Gentry Publications","4","(SATB) (solo quartet) (accomp)"
"931-4-38245","Mixed Chorus","Wait til I Put On My Crown","Traditional Spiritual","Gibbs","Hinshaw Music Inc.","4","(SATB) (divisi) (a cappella)"
"931-4-38246","Mixed Chorus","My Lord Has Come","Todd","","Oxford University Press","4","(SATB) (divisi) (a cappella)"
"931-4-38247","Mixed Chorus","Ihr Bruder, Lieben Bruder Mein","Schein","Leininger","Alliance Music Publications","4","(SSATB) (a cappella)"
"931-4-38248","Mixed Chorus","Sing, My Child","Quartel","","Oxford University Press","4","(SATB) (hand drum) (a cappella)"
"931-4-38249","Mixed Chorus","Your Soul Is Song","Runestad","","Jake Runstead Music","4","(SATB) (accomp)"
"931-4-38250","Mixed Chorus","Jubilate Deo","Roman","Leavitt","Hal Leonard Music, Inc.","4","(SATB) (accomp)"
"931-4-38251","Mixed Chorus","Anima Christi","Trotta","","Hampton Roads Music Group","4","(SATB) (a cappella)"
"931-4-38252","Mixed Chorus","El Fiel Enamorado","Traditional Spanish Folk Song","Astor","Gentry Publications","4","(SATB) (accomp)"
"931-4-38253","Mixed Chorus","How can I keep from singing?","Quartel","","Oxford University Press","4","(SATB) (a cappella)"
"931-4-38254","Mixed Chorus","My Song in the Night","Hagenberg","","Elaine Hagenberg Music, LLC","4","(SATB) (accomp)"
"931-4-38255","Mixed Chorus","O sacrum convivium","Susana","","Alliance Music Publications","4","(SATB) (accomp)"
"931-4-38256","Mixed Chorus","Sing to Me","Wright","","Santa Barbara Music Publishing","4","(SATB) (violin) (accomp)"
"931-4-38257","Mixed Chorus","TaReKiTa","Esmail","","Oxford University Press","4","(SATB) (a cappella)"
"931-4-38258","Mixed Chorus","The Promised Land","Traditional","Xiques","Alliance Publications, Inc.","4","(SATB) (divisi) (a cappella)"
"931-4-38259","Mixed Chorus","The Road Not Taken","Stroope","","Carl Fischer, Inc.","4","(SATB) (cello) (accomp)"
"931-4-38260","Mixed Chorus","Ukolebavka (Lullaby)","Dvorak","Smisek","National Music Publishers, Inc.","4","(SATB) (a cappella)"
"931-4-38261","Mixed Chorus","Exaudi Domine","Palestrina","","Any unabridged edition","4","(SATB) (a cappella)"
"931-5-21497","Mixed Chorus","Cry Out and Shout","Nystedt","","Summy/Birchard","5","(SSATTB) (a cappella)"
"931-5-21613","Mixed Chorus","Contrapunto Bestiale","Banchieri","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 01]","5","(Italian) (SSATB) (a cappella)"
"931-5-21614","Mixed Chorus","Ave Verum","Byrd","","J&W Chester, Ltd. [Chester Book of Motets, Book 02]","5","(a cappella)"
"931-5-21615","Mixed Chorus","Cibavit Eos","Byrd","","J&W Chester, Ltd. [Chester Book of Motets, Book 02]","5","(a cappella)"
"931-5-21616","Mixed Chorus","O Magnum Mysterium","Byrd","Collins","J&W Chester, Ltd. [Chester Book of Motets, Book 06]","5","(Latin) (w/o accomp) (a cappella)"
"931-5-21617","Mixed Chorus","Marie Magdalene","Dulot","","J&W Chester, Ltd. [Chester Book of Motets, Book 08]","5","(a cappella)"
"931-5-21618","Mixed Chorus","Caro Mea","Gascogne","","J&W Chester, Ltd. [Chester Book of Motets, Book 08]","5","(a cappella)"
"931-5-21619","Mixed Chorus","The Silver Swan","Gibbons","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 01]","5","(SAATB) (a cappella)"
"931-5-21620","Mixed Chorus","Gloria in Excelsis","Goudimel","","J&W Chester, Ltd. [Chester Book of Motets, Book 08]","5","(a cappella)"
"931-5-21621","Mixed Chorus","A ce Joli Mois","Jannequin","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 04]","5","(French) (a cappella)"
"931-5-21622","Mixed Chorus","Ave Maria","Josquin","","J&W Chester, Ltd. [Chester Book of Motets, Book 05]","5","(a cappella)"
"931-5-21623","Mixed Chorus","Chanter je veux","Lassus","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 05]","5","(French) (SSATB) (a cappella)"
"931-5-21624","Mixed Chorus","Petite Importune Mouche","LeJeune","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 01]","5","(French) (SAT/SSATB) (a cappella)"
"931-5-21625","Mixed Chorus","Reveci Venir du Printemps","LeJeune","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 04]","5","(French) (SSATB) (a cappella)"
"931-5-21626","Mixed Chorus","Sancta Maria","Lheriter","","J&W Chester, Ltd. [Chester Book of Motets, Book 08]","5","(a cappella)"
"931-5-21628","Mixed Chorus","Tribus Miraculis","Marenzio","","J&W Chester, Ltd. [Chester Book of Motets, Book 01]","5","(a cappella)"
"931-5-21629","Mixed Chorus","Baci Soavi E Cari","Monteverdi","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 02]","5","(Italian) (SSATB) (a cappella)"
"931-5-21630","Mixed Chorus","O Primavera","Monteverdi","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 04]","5","(Italian) (SSATB) (a cappella)"
"931-5-21631","Mixed Chorus","Reges Terrae","Mouton","","J&W Chester, Ltd. [Chester Book of Motets, Book 08]","5","(a cappella)"
"931-5-21632","Mixed Chorus","Ego Sum Panis Vivus","Palestrina","","J&W Chester, Ltd. [Chester Book of Motets, Book 01]","5","(a cappella)"
"931-5-21633","Mixed Chorus","Sicut Cervus","Palestrina","","J&W Chester, Ltd. [Chester Book of Motets, Book 01]","5","(a cappella)"
"931-5-21634","Mixed Chorus","Super Flumina","Palestrina","","J&W Chester, Ltd. [Chester Book of Motets, Book 01]","5","(a cappella)"
"931-5-21635","Mixed Chorus","Auxilium Meum","Passereau","","J&W Chester, Ltd. [Chester Book of Motets, Book 08]","5","(a cappella)"
"931-5-21636","Mixed Chorus","Il est Bel et Bon","Passereau","Faure/Greyson","Multiple Publishers;J&W Chester, Ltd. [Chester Book of Madrigals, Book 01];Salabert, Inc.;Bourne, Co.","5","(French) (w/ or w/o accomp) (a cappella)"
"931-5-21637","Mixed Chorus","O Beatum Et Sacrosanctum Diem","Philips","","J&W Chester, Ltd. [Chester Book of Motets, Book 12]","5","(SSATB) (a cappella)"
"931-5-21638","Mixed Chorus","Tibi Laus","Philips","","J&W Chester, Ltd. [Chester Book of Motets, Book 09]","5","(SSATB) (a cappella)"
"931-5-21639","Mixed Chorus","Salve Rex Noster","Praetorius","","J&W Chester, Ltd. [Chester Book of Motets, Book 04]","5","(a cappella)"
"931-5-21641","Mixed Chorus","O Sacrum Convivium","Tallis","","J&W Chester, Ltd. [Chester Book of Motets, Book 09]","5","(SAATB) (a cappella)"
"931-5-21642","Mixed Chorus","Sancte Deum","Tallis","","J&W Chester, Ltd. [Chester Book of Motets, Book 02]","5","(a cappella)"
"931-5-21643","Mixed Chorus","Audivi","Taverner","","J&W Chester, Ltd. [Chester Book of Motets, Book 02]","5","(a cappella)"
"931-5-21644","Mixed Chorus","Gloria Laus","Tye","","J&W Chester, Ltd. [Chester Book of Motets, Book 02]","5","(a cappella)"
"931-5-21645","Mixed Chorus","Omnes Gentes Plaudite/Psallite Deo","Tye","","J&W Chester, Ltd. [Chester Book of Motets, Book 09]","5","(SSATB) (a cappella)"
"931-5-21646","Mixed Chorus","O Quam Gloriosum","Vaet","","J&W Chester, Ltd. [Chester Book of Motets, Book 05]","5","(a cappella)"
"931-5-21653","Mixed Chorus","Mother, I Will Have A Husband","Vautor","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 02]","5","(SSATB) (a cappella)"
"931-5-21654","Mixed Chorus","O Magnum Mysterium","Victoria","Washington/Shaw/Parker","Multiple Publishers;J&W Chester, Ltd. [Chester Book of Motets, Book 03];G. Schirmer, Inc.","5","(w/o accomp) (a cappella)"
"931-5-21655","Mixed Chorus","Pueri Hebraeorum","Victoria","","J&W Chester, Ltd. [Chester Book of Motets, Book 03]","5","(a cappella)"
"931-5-21656","Mixed Chorus","To Shorten Winter's Sadness","Weelkes","","J&W Chester, Ltd. [Chester Book of Madrigals, Book 04]","5","(SSATB) (a cappella)"
"931-5-21657","Mixed Chorus","Precamur Sancte Domine (Christe qui lux es)","White","","J&W Chester, Ltd. [Chester Book of Motets, Book 09]","5","(SSATB) (a cappella)"
"931-5-21659","Mixed Chorus","Also hat Gott die Welt Geliebt (God So Loved the World)","Telemann","Thomas","Concordia Publishing House [SAB Choir Goes for Baroque, The]","5","(German) (w/ inst) (accomp)"
"931-5-21660","Mixed Chorus","Barbara Allen (from The King's Singers' Folk Songs)","Anon. or Trad.","King's Singers","HMC","5","(SATBBB) (a cappella)"
"931-5-21661","Mixed Chorus","Facta est cum Angelo","Aleotti","Carruthers/Clement","Broude Brothers","5","(Latin) (SAATB) (a cappella)"
"931-5-21662","Mixed Chorus","The Coolin","Barber","","G. Schirmer, Inc.","5","(a cappella)"
"931-5-21664","Mixed Chorus","The Eyes of All Wait Upon Thee","Berger","","Augsburg Fortress Publishers","5","(a cappella)"
"931-5-21666","Mixed Chorus","Fahr Wohl","Brahms","Klein","G. Schirmer, Inc.","5","(German) (a cappella)"
"931-5-21667","Mixed Chorus","Forest Cool, Thou Forest Quiet (Waldesnacht, du Wunderkuhle)","Brahms","Barlow","Walton Music Corporation","5","(German) (a cappella)"
"931-5-21668","Mixed Chorus","Im Herbst","Brahms","Robinson","Hinshaw Music Inc.","5","(German) (a cappella)"
"931-5-21669","Mixed Chorus","Lament of the Enchantress","Bright","","Associated Music Publishers Inc.","5","(SSAATBB) (a cappella)"
"931-5-21670","Mixed Chorus","Rainsong","Bright","","Associated Music Publishers Inc.","5","(SATB divisi) (a cappella)"
"931-5-21671","Mixed Chorus","Locus Iste","Bruckner","","G. Schirmer, Inc.","5","(Latin) (a cappella)"
"931-5-21672","Mixed Chorus","Os Justi meditabitur sapientiam","Bruckner","","C.F. Peters Corporation","5","(Latin) (SATB divisi) (a cappella)"
"931-5-21674","Mixed Chorus","Ave Maris Stella","Busto","","Walton Music Corporation","5","(Latin) (SATB divisi) (a cappella)"
"931-5-21675","Mixed Chorus","Ave Verum Corpus","Byrd","Greenberg","Multiple Publishers;Associated Music Publishers Inc.;Belwin, Inc","5","(Latin) (a cappella)"
"931-5-21676","Mixed Chorus","Ego Sum Panis Vivus","Byrd","Collins","Chesford Music Publications","5","(Latin) (a cappella)"
"931-5-21678","Mixed Chorus","Sing Joyfully","Byrd","Morehen","Oxford University Press","5","(SSAATB) (a cappella)"
"931-5-21680","Mixed Chorus","Bitter for Sweet","Chorbajian","","G. Schirmer, Inc.","5","(SATB divisi) (a cappella)"
"931-5-21681","Mixed Chorus","A Jubilant Song","Clausen","","Mark Foster Music Company","5","(ssaattbb) (a cappella)"
"931-5-21682","Mixed Chorus","Clap Your Hands","Clausen","","Mark Foster Music Company","5","(SSAATTBB) (a cappella)"
"931-5-21683","Mixed Chorus","Hosanna","Clausen","","Mark Foster Music Company","5","(SATB divisi) (a cappella)"
"931-5-21684","Mixed Chorus","Simple Gifts","Anon. or Trad.","Clausen","Mark Foster Music Company","5","(SSAATTBB) (a cappella)"
"931-5-21685","Mixed Chorus","Allon, Gay Bergeres","Costeley","Shaw/Parker","G. Schirmer, Inc.","5","(French) (a cappella)"
"931-5-21687","Mixed Chorus","Dieu! qu'il fait bon regarder!","Debussy","","Multiple Publishers;Durand;Schott Company;Oxford University Press","5","(French) (a cappella)"
"931-5-21688","Mixed Chorus","Dieu! qu'il la fait bon regarder!","Debussy","Leavitt","Hal Leonard Music, Inc.","5","(French) (SATB divisi) (a cappella)"
"931-5-21689","Mixed Chorus","Quant j'ai ouy le tambourin","Debussy","","Multiple Publishers;Durand;Schott Company;Oxford University Press","5","(French) (a cappella)"
"931-5-21690","Mixed Chorus","Yver, vous n'estes qu'un villain","Debussy","","Multiple Publishers;Durand;Schott Company;Oxford University Press","5","(French) (a cappella)"
"931-5-21691","Mixed Chorus","Let Me Fly","Anon. or Trad.","DeCormier","Lawson-Gould Music Publishing Company","5","(baritone solo) (a cappella)"
"931-5-21692","Mixed Chorus","Tu pauperum refugium","des Pres","Beveridge","G. Schirmer, Inc.","5","(Latin) (a cappella)"
"931-5-21693","Mixed Chorus","Dessus le marche d'Arras","di Lasso","Erb","Associated Music Publishers Inc.","5","(SSATTB) (sing 1 & 2) (w/ percussion) (a cappella)"
"931-5-21694","Mixed Chorus","Es jagt ein Jager vor dem Holz","di Lasso","Richter","Schott Company","5","(German) (SSATB) (a cappella)"
"931-5-21695","Mixed Chorus","Surrexit pastor bonus","di Lasso","Deis","G. Schirmer, Inc.","5","(Latin) (SSATB) (a cappella)"
"931-5-21697","Mixed Chorus","Haleluyaw Halelu Eyl","Drechsler","Jacobson","Broude Brothers","5","(Hebrew) (a cappella)"
"931-5-21698","Mixed Chorus","Misericordias Domini","Durante","Damrosch","G. Schirmer, Inc.","5","(Latin) (double choir) (a cappella)"
"931-5-21699","Mixed Chorus","A Sense of Kinship","Duson","","Neil A. Kjos Music Company","5","(a cappella)"
"931-5-21700","Mixed Chorus","Man's Spirit","Duson","","Neil A. Kjos Music Company","5","(SATB divisi) (a cappella)"
"931-5-21701","Mixed Chorus","The Air is Moving","Duson","","Neil A. Kjos Music Company","5","(SSATBB) (a cappella)"
"931-5-21703","Mixed Chorus","They Are At Rest","Elgar","Rutter","Colloquium Music Publications","5","(SATB divisi) (a cappella)"
"931-5-21704","Mixed Chorus","Candomble","Escalada","","Neil A. Kjos Music Company","5","(Spanish) (SSATB) (hand rhythms opt) (a cappella)"
"931-5-21706","Mixed Chorus","By the Waters of Babylon","Fissinger","","Walton Music Corporation","5","(SATB divisi, sop solo) (a cappella)"
"931-5-21707","Mixed Chorus","She Walks in Beauty","Foltz","","Belwin, Inc","5","(SATB divisi) (a cappella)"
"931-5-21709","Mixed Chorus","Ein fauler Baum","Franck","Richter","Schott Company","5","(German) (a cappella)"
"931-5-21711","Mixed Chorus","O Magnum Mysterium","Gabrieli","Hynson","Hinshaw Music Inc.","5","(Latin) (SATB/ATBB) (a cappella)"
"931-5-21712","Mixed Chorus","Sing Me to Heaven","Gawthrop","","Dunston House","5","(a cappella)"
"931-5-21713","Mixed Chorus","Cantate Sing to the Lord","Goemanne","","Mark Foster Music Company","5","(SSATB) (a cappella)"
"931-5-21716","Mixed Chorus","Surely He Hath Borne Our Griefs","Graun","Buzin","Concordia Publishing House","5","(a cappella)"
"931-5-21717","Mixed Chorus","Holy Radiant Light","Gretchaninoff","Cain","G. Schirmer, Inc.","5","(SSAATTBB) (a cappella)"
"931-5-21718","Mixed Chorus","In Nomine Jesu","Handl","Petti","J&W Chester, Ltd.","5","(Latin) (SAATB) (a cappella)"
"931-5-21720","Mixed Chorus","Angelus ad pastores","Hassler","","E.C. Schirmer Music Company","5","(Latin) (a cappella)"
"931-5-21721","Mixed Chorus","Fahr hin, guts Liedelein","Hassler","Richter","Schott Company","5","(German) (SSATTB) (a cappella)"
"931-5-21722","Mixed Chorus","Verbum caro factum est","Hassler","Richter","Tetra Music Corporation","5","(Latin) (SSATTB) (no inst) (a cappella)"
"931-5-21723","Mixed Chorus","Elijah Rock","Anon. or Trad.","Hogan","Hal Leonard Music, Inc.","5","(SATB divisi) (a cappella)"
"931-5-21724","Mixed Chorus","The Battle of Jericho","Anon. or Trad.","Hogan","Hal Leonard Music, Inc.","5","(SATB divisi) (a cappella)"
"931-5-21725","Mixed Chorus","I Love My Love","Anon. or Trad.","Holst","G. Schirmer, Inc.","5","(SATB divisi) (a cappella)"
"931-5-21726","Mixed Chorus","Ich Freue Mich Im Herrn","Homilius","Kaplan","Lawson-Gould Music Publishing Company","5","(German) (a cappella)"
"931-5-21728","Mixed Chorus","Svete tihiy (Gladsome Light)","Kalinnikov","","MR","5","(Russian) (SATB divisi) (a cappella)"
"931-5-21729","Mixed Chorus","Now, Shout!","Kemner","","Lawson-Gould Music Publishing Company","5","(SATB divisi) (a cappella)"
"931-5-21730","Mixed Chorus","Praise the Name of God With a Song","Koepke","","Jenson Publications, Inc.","5","(SATB divisi) (a cappella)"
"931-5-21731","Mixed Chorus","Ave Maria","Lauridsen","","Peer/Southern Organization","5","(Latin) (SATB divisi) (a cappella)"
"931-5-21732","Mixed Chorus","O Magnum Mysterium","Lauridsen","","Peer/Southern Organization","5","(Latin) (SATB divisi) (a cappella)"
"931-5-21733","Mixed Chorus","O Nata Lux","Lauridsen","","Peer/Southern Organization","5","(Latin) (SATB divisi) (a cappella)"
"931-5-21734","Mixed Chorus","Tu Ne l'Enten Pas, La La La","LeJeune","Kechley","Galaxy Music Corporation","5","(French) (a cappella)"
"931-5-21736","Mixed Chorus","Crucifixus","Lotti","Damrosch","G. Schirmer, Inc.","5","(Latin) (SATB divisi) (a cappella)"
"931-5-21737","Mixed Chorus","Hodie Christus Natus Est","Marenzio","Thomas","Multiple Publishers;J&W Chester, Ltd. [Chester Book of Motets, Book 06];Concordia Publishing House","5","(Latin) (w/ or w/o accomp) (a cappella)"
"931-5-21738","Mixed Chorus","Chantez Noel","Mathews","","Neil A. Kjos Music Company","5","(French) (a cappella)"
"931-5-21739","Mixed Chorus","O Sacrum Convivium","Mathews","","Southern Music Company","5","(Latin) (SATB divisi) (a cappella)"
"931-5-21740","Mixed Chorus","1. My True Love Hath My Heart (from Songs of Love)","McCray","","Mark Foster Music Company","5","(SATB divisi) (a cappella)"
